jop_title,company_name,exp_level,jop_details,link,
Head of IT,Akhnaton for Trading & Distributing ,2 - 3 Yrs of Exp,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle E-Business Suite (EPS) · Oracle Apps · Computer Engineering · Computer Science · Oracle e-Business · Information Technology (IT) · Engineering · Oracle,https://wuzzuf.net/jobs/p/ZIMFxHnLh7oy-Oracle-Developer-Akhnaton-for-Trading-Distributing-Cairo-Egypt?o=541&l=sp&t=sj&a=data science|search-v3|navbl, 
Oracle Developer,Troylab,4+ Yrs of Exp,Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Software Development · jQuery · Laravel · CSS3 · HTML5 · APIs · Computer Science,https://wuzzuf.net/jobs/p/KFW8hAPQo1uZ-Senior-Laravel-Developer-Troylab-Cairo-Egypt?o=542&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Laravel Developer,Coral Technology,3 - 6 Yrs of Exp,Full TimeWork From HomeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · CSS · CSS3 · Git · HTML5 · JavaScript · Software Development · UI,https://wuzzuf.net/jobs/p/ubO0G2MXuixL-Senior-Front-End-Developer-Coral-Technology-Cairo-Egypt?o=543&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Front End Developer,Zeina Group,4 - 6 Yrs of Exp,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · IT network system admin · IT · CCNA · Computer Engineering · Computer Science · DHCP · DNS · Engineering,https://wuzzuf.net/jobs/p/zLoRo1U78Dx9-IT-Infrastructure-Admin-Zeina-Group-Sharqia-Egypt?o=544&l=sp&t=sj&a=data science|search-v3|navbl, 
IT Infrastructure Admin,Anchor Consultancy,7 - 10 Yrs of Exp,Full TimeExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · IT Security · Cyber Security · Information Security · Information Technology (IT) · Security · Networks · Testing,https://wuzzuf.net/jobs/p/WNR2BvNNBG3Z-Cyber-security-Lead-Anchor-Consultancy-Suez-Egypt?o=545&l=sp&t=sj&a=data science|search-v3|navbl, 
Cyber security Lead,The Translation Gate,3 - 4 Yrs of Exp,Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software Engineering · Web Development · PHP · MySQL,https://wuzzuf.net/jobs/p/D3RFbjFyqHTv-Senior-PHP-Developer-The-Translation-Gate-Cairo-Egypt?o=546&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior PHP Developer,ITS ,3 - 6 Yrs of Exp,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Banking · SW/DB Development · SQL · Technical Support · Application Support · Oracle,https://wuzzuf.net/jobs/p/nmDkoi4ILZER-Application-Support-Engineer-L2-Banking-Support-ITS-Cairo-Egypt?o=547&l=sp&t=sj&a=data science|search-v3|navbl, 
Application Support Engineer (L2 Banking Support),ITS ,3 - 6 Yrs of Exp,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · J2EE · Java · Java Development · Hibernate · EJB · JPA,https://wuzzuf.net/jobs/p/38hqLwcLnAbh-Senior-Software-Java-Developer-J2EE-ITS-Cairo-Egypt?o=548&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Software Java Developer (J2EE),Triangle Heavy Equipment,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · Sales/Retail · Engineering - Other · Communication · Computer Science · Communication skills · Customer Service · Engineering · English · Information Technology (IT) · Microsoft Office,https://wuzzuf.net/jobs/p/7bLYO3IWENWM-Senior-Sales-Engineer-Oil-Filtration-System-Triangle-Heavy-Equipment-Cairo-Egypt?o=549&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Sales Engineer ( Oil Filtration System ),Confidential,5 - 6 Yrs of Exp,Full TimeExperienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Engineering · Computer Science · Engineering · HTML · CSS · JavaScript · jQuery,https://wuzzuf.net/jobs/p/5VkcwqY5GqAH-Sr-Frontend-Developer-For-US-Company-Alexandria-Egypt?o=550&l=sp&t=sj&a=data science|search-v3|navbl, 
Sr. Frontend Developer (For US Company),Aphrie,5+ Yrs of Exp,Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Angular · Software Development · API · .NET · SQL · English,https://wuzzuf.net/jobs/p/vcvE9bEQ3b5N-Full-Stack-Team-Lead-Net-Angular-Aphrie-Cairo-Egypt?o=551&l=sp&t=sj&a=data science|search-v3|navbl, 
Full Stack Team Lead (.Net & Angular),Elibre DMCC Egypt,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .NET · JS · CSS · Web Development · HTML · Agile · Development · Information Technology (IT),https://wuzzuf.net/jobs/p/KHgMb7QXmTmj-Senior-NET-Developer-Elibre-DMCC-Egypt-Cairo-Egypt?o=552&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior .NET Developer,Gulf Data International ,0 - 3 Yrs of Exp,Full TimeWork From HomeEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C · c++ · Software Development · Computer Science · Database · Web Development · Software · RDBMS,https://wuzzuf.net/jobs/p/Z47ycNDiYBB9-Junior-C-Developer-Gulf-Data-International-Cairo-Egypt?o=553&l=sp&t=sj&a=data science|search-v3|navbl, 
Junior C++ Developer,Gulf Data International ,5 - 6 Yrs of Exp,Full TimeWork From HomeExperienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C · Software Development · Computer Science · Database · Web Development · Software · RDBMS · SCM,https://wuzzuf.net/jobs/p/xNQaEFVGn2qS-Senior-C-Developer-Gulf-Data-International-Cairo-Egypt?o=554&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior C++ Developer,EVA Cosmetics ,0 - 2 Yrs of Exp,Full TimeEntry Level · 0 - 2 Yrs of Exp · R&D/Science · Analyst/Research · Pharmaceutical · Research · Development · Pharmacy · Science · Cosmetics · Pharmaceutical Research · Analysis,https://wuzzuf.net/jobs/p/7tJsKM5AYKiX-Research-Development-Specialist-Pharmacist-EVA-Cosmetics-Giza-Egypt?o=555&l=sp&t=sj&a=data science|search-v3|navbl, 
Research & Development Specialist (Pharmacist),GetTechForce.com,2+ Yrs of Exp,Full TimeWork From HomeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ruby · Agile · Computer Science · CSS · DevOps · Engineering · HTML · Information Technology (IT),https://wuzzuf.net/jobs/p/ENfW1pJWnnvL-Ruby-On-Rails-Developer---Remote-GetTechForce-com-Cairo-Egypt?o=556&l=sp&t=sj&a=data science|search-v3|navbl, 
Ruby On Rails Developer - Remote,Digi Visions,5 - 15 Yrs of Exp,Full TimeWork From HomeExperienced · 5 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Java · Information Technology (IT) · Software Development · Spring Boots · GPA · Hibernate · Backend,https://wuzzuf.net/jobs/p/y2tjTIGqzswx-Senior-Java-Spring-Boot-Microservices-Developer-Digi-Visions-Cairo-Egypt?o=557&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Java Spring Boot Microservices Developer,Confidential,15+ Yrs of Exp,Full TimeManager · 15+ Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Microsoft Dynamics · Computer Engineering · Project Management · Software Development · Engineering,https://wuzzuf.net/jobs/p/YKphn9uVS0yD-Senior-IT-Manager-Cairo-Egypt?o=558&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior IT Manager,Confidential,3 - 6 Yrs of Exp,Full TimeExperienced · 3 - 6 Yrs of Exp · Banking · IT/Software Development · Banking · Analysis · Software Engineering · Software Development · Computer Science · Programming,https://wuzzuf.net/jobs/p/BH6vXs7Y6uF6-Core-Banking-Implementation-Specialist-Giza-Egypt?o=559&l=sp&t=sj&a=data science|search-v3|navbl, 
Core Banking Implementation Specialist,ECCT Electrical Contracting and Control Technologies,2 - 3 Yrs of Exp,Full TimeExperienced · 2 - 3 Yrs of Exp · males_only · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · PLC SCADA · Siemens PLC · Schneider PLC · HMI · Automation · Automation Engineering · Computer Science · Design,https://wuzzuf.net/jobs/p/6rRNRxISQZ0X-Automation-Engineer-ECCT-Electrical-Contracting-and-Control-Technologies-Cairo-Egypt?o=560&l=sp&t=sj&a=data science|search-v3|navbl, 
Automation Engineer,WAVZ for Digital Transformation,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · SAP · Mm · SAP MM · SQL,https://wuzzuf.net/jobs/p/XddhP5leUt1b-Senior-SAP-MM-Consultant-WAVZ-for-Digital-Transformation-Cairo-Egypt?o=561&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior SAP MM Consultant,Beyond Solution,5 - 7 Yrs of Exp,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · PHP · Laravel Framework · Angular · Vue · HTML5 · CSS3 · Software Engineering,https://wuzzuf.net/jobs/p/Fe3G50lsQktC-Senior-Back-End-Engineer---PHP-Beyond-Solution-Cairo-Egypt?o=562&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Back End Engineer - PHP,Etisalat Misr,8+ Yrs of Exp,Full TimeExperienced · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · English · Information Technology (IT) · Sales · Customer Care · Loyalty,https://wuzzuf.net/jobs/p/EcGJqg0t6Mqk-Loyalty-Development-Expert---CPM-Etisalat-Misr-Cairo-Egypt?o=563&l=sp&t=sj&a=data science|search-v3|navbl, 
Loyalty Development Expert - CPM,Etisalat Misr,8+ Yrs of Exp,Full TimeExperienced · 8+ Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · Computer Science · Engineering · English · Social Media · SEO · Marketing · Digital Marketing,https://wuzzuf.net/jobs/p/IQZIYUdkIW4b-AI-Social-Media-Expert---CPM-Etisalat-Misr-Cairo-Egypt?o=564&l=sp&t=sj&a=data science|search-v3|navbl, 
AI & Social Media Expert - CPM,El Teriak Industrial Group,12 - 15 Yrs of Exp,Full TimeManager · 12 - 15 Yrs of Exp · R&D/Science · Manufacturing/Production · Paints · Automotive Spare Parts · Automotive paints · Communication · Communication skills · Customer Care · Customer Service · Customer Support,https://wuzzuf.net/jobs/p/V2thdIwGsjEz-Technical-Support-Manager---Automotive-Paints-El-Teriak-Industrial-Group-Giza-Egypt?o=565&l=sp&t=sj&a=data science|search-v3|navbl, 
Technical Support Manager - (Automotive Paints),Meem Development,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Dynamics CRM · CRM · CRM developer · Computer Science · Information Technology (IT) · JavaScript · CSS · JSON,https://wuzzuf.net/jobs/p/DOT0J3gWIkZ7-Microsoft-CRM-Developer-Meem-Development-Alexandria-Egypt?o=566&l=sp&t=sj&a=data science|search-v3|navbl, 
Microsoft CRM Developer,IMS,2+ Yrs of Exp,Full TimePart TimeWork From HomeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Java EE · Spring · Spring Boot · Java · Git · Information Technology (IT),https://wuzzuf.net/jobs/p/xiAaDfILSjm1-Senior-Java-Spring-Developer-IMS-Cairo-Egypt?o=567&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Java Spring Developer,Multicare,5 - 7 Yrs of Exp,Full TimeManager · 5 - 7 Yrs of Exp · Manufacturing/Production · Quality · Pharmaceutical · Analysis · Manufacturing · Laboratory · QC · quality · Pharmaceutical · Microbiology,https://wuzzuf.net/jobs/p/SU5vaUpgggP1-QC-Microbiology-Supervisor---Pharmaceutical-Multicare-Cairo-Egypt?o=568&l=sp&t=sj&a=data science|search-v3|navbl, 
QC Microbiology Supervisor - Pharmaceutical,Unifonic,7 - 10 Yrs of Exp,Full TimeWork From HomeExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · pthon · flask · Django · Agile · Computer Science · Engineering · Git · Information Technology (IT),https://wuzzuf.net/jobs/p/Wp5vF3QM9wPh-Senior-Software-Engineer---Python-Unifonic-Cairo-Egypt?o=569&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Software Engineer - Python,Unifonic,7 - 10 Yrs of Exp,Full TimeWork From HomeExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Spring Boot · Spring · Agile · Computer Science · CSS · Git · HTML,https://wuzzuf.net/jobs/p/bCCedS2SmBqk-Senior-Software-Engineer---JAVA-Unifonic-Cairo-Egypt?o=570&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Software Engineer - JAVA,Global Brands,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Backup · Backup Solutions · computer · Computer Engineering · Computer Science · Engineering · Hardware · Information Technology (IT),https://wuzzuf.net/jobs/p/Wx1bJeS9MYEW-Senior-Storage-and-Backup-Engineer-Global-Brands-Cairo-Egypt?o=571&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Storage and Backup Engineer,FIXBOND,1+ Yrs of Exp,Full TimeEntry Level · 1+ Yrs of Exp · females_only · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Other · Purchasing · Procurement · Engineering · Raw Materials · Supply Chain · Logistics · Communication,https://wuzzuf.net/jobs/p/RpZSgoVOGb4t-Foreign-Purchasing-Specialist-Engineer---Alexandria-FIXBOND-Alexandria-Egypt?o=572&l=sp&t=sj&a=data science|search-v3|navbl, 
Foreign Purchasing Specialist / Engineer - Alexandria,Confidential,2 - 5 Yrs of Exp,Full TimeEntry Level · 2 - 5 Yrs of Exp · Administration · IT/Software Development · Engineering - Telecom/Technology · Business Administration · Information Technology (IT) · Computer Science · English · Software Engineering · IT · Business Processes,https://wuzzuf.net/jobs/p/QRYkXvNTO0gR-Software-Implementer-Administrator-Cairo-Egypt?o=573&l=sp&t=sj&a=data science|search-v3|navbl, 
Software Implementer / Administrator,Atomica,5+ Yrs of Exp,Full TimeWork From HomeManager · 5+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Development · Software Engineering · Engineering Management · Scrum · Agile · React · Node.js,https://wuzzuf.net/jobs/p/n31H9G8eWOzA-Software-Engineering-Manager-Atomica-Cairo-Egypt?o=574&l=sp&t=sj&a=data science|search-v3|navbl, 
Software Engineering Manager,SURE International Technology,5 - 7 Yrs of Exp,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · ECM · Presales · Computer Science · Communication skills · Real Estate · Sales · Software Development,https://wuzzuf.net/jobs/p/Xor85VJCkS4Z-Senior-Presales-Consultant-SURE-International-Technology-Cairo-Egypt?o=575&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Presales Consultant,UnitLabs,4 - 6 Yrs of Exp,Full TimeWork From HomeManager · 4 - 6 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Project Management · Computer Science · Management · Project · Technical · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/axn1FCjONYFX-Senior-Software-Project-Manager-Agile-UnitLabs-Giza-Egypt?o=576&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Software Project Manager / Agile,GetTechForce.com,3+ Yrs of Exp,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Android studio · Computer Science · Information Technology (IT) · Java · Kotlin · React · Agile,https://wuzzuf.net/jobs/p/QJpRcjvoOSUS-Android-Developer---Senior---Remote-GetTechForce-com-Cairo-Egypt?o=577&l=sp&t=sj&a=data science|search-v3|navbl, 
Android Developer - Senior - Remote,UnitLabs,3 - 7 Yrs of Exp,Full TimeWork From HomeManager · 3 - 7 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Computer Hardware · Computer Engineering · Computer Science · Engineering · Information Technology (IT) · Software · Software Engineering,https://wuzzuf.net/jobs/p/7oCUEcdsQUCw-IT-Manager-UnitLabs-Giza-Egypt?o=578&l=sp&t=sj&a=data science|search-v3|navbl, 
IT Manager,Partner & More,6 - 8 Yrs of Exp,Full TimeExperienced · 6 - 8 Yrs of Exp · IT/Software Development · Logistics/Supply Chain · Engineering - Telecom/Technology · Computer Skills · IT · Finance · Logistics · Procurement · Purchasing · Supply Chain,https://wuzzuf.net/jobs/p/plKyDZKtWNF3-Senior-Supply-Chain-Systems-and-Tools-Specialist-Partner-More-Cairo-Egypt?o=579&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Supply Chain Systems and Tools Specialist,Centione,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Implementation · ERP · Financial Management · Project Management · Accounting · Odoo ERP · Computer Science · OpenERP,https://wuzzuf.net/jobs/p/3vLvIefNiZOA-Odoo-Functional-Consultant-Centione-Cairo-Egypt?o=580&l=sp&t=sj&a=data science|search-v3|navbl, 
